codigo_dane,municipio,departamento,mes,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,et0_fao_evapotranspiration,wind_speed_10m_max,shortwave_radiation_sum
05001,Medellin,Antioquia,2007-07-01,20.106451612903225,13.9,28.4,177.4,131.74,6.564516129032258,669.58
05001,Medellin,Antioquia,2007-08-01,19.887096774193548,14.3,27.4,280.5,123.0,6.309677419354839,627.45
05001,Medellin,Antioquia,2007-09-01,20.11,14.8,28.3,257.7,127.92999999999999,6.263333333333334,646.52
05001,Medellin,Antioquia,2007-10-01,19.561290322580643,14.8,27.7,410.6,93.29,4.990322580645161,471.97
05001,Medellin,Antioquia,2007-11-01,19.92,14.8,27.6,216.7,95.45,4.67,481.85
05001,Medellin,Antioquia,2007-12-01,19.55483870967742,14.9,25.9,265.6,95.33,4.035483870967742,486.96
05001,Medellin,Antioquia,2008-01-01,19.76451612903226,14.5,27.1,156.5,107.01,4.825806451612903,545.64
05001,Medellin,Antioquia,2008-02-01,19.43103448275862,14.1,26.7,197.9,102.02,4.562068965517242,518.76
05001,Medellin,Antioquia,2008-03-01,19.438709677419357,13.1,26.5,304.3,109.63,4.6,555.08
05001,Medellin,Antioquia,2008-04-01,19.783333333333335,14.4,28.1,305.0,104.41,4.556666666666667,521.29
05001,Medellin,Antioquia,2008-05-01,19.806451612903224,15.5,27.1,375.2,100.44,4.867741935483871,505.23
05001,Medellin,Antioquia,2008-06-01,19.85,14.9,27.2,297.0,114.49,5.02,584.54
05001,Medellin,Antioquia,2008-07-01,19.538709677419355,13.7,27.8,298.3,121.02,5.651612903225806,622.36
05001,Medellin,Antioquia,2008-08-01,19.845161290322583,15.0,28.1,285.8,119.5,5.474193548387096,609.17
05001,Medellin,Antioquia,2008-09-01,19.966666666666665,13.7,27.8,271.7,122.21000000000001,5.483333333333333,617.51
05001,Medellin,Antioquia,2008-10-01,20.048387096774192,15.8,26.8,273.2,108.74,4.925806451612903,551.14
05001,Medellin,Antioquia,2008-11-01,19.773333333333333,15.5,26.7,390.8,84.47,4.546666666666667,426.6
05001,Medellin,Antioquia,2008-12-01,19.625806451612902,15.0,26.8,184.1,97.22,3.796774193548387,495.62
05001,Medellin,Antioquia,2009-01-01,19.612903225806452,13.9,26.2,190.3,103.21,4.306451612903226,525.57
05001,Medellin,Antioquia,2009-02-01,19.875,14.5,26.9,218.4,99.02,4.996428571428572,499.06
05001,Medellin,Antioquia,2009-03-01,20.148387096774194,15.0,27.5,472.8,112.83,4.480645161290322,564.51
05001,Medellin,Antioquia,2009-04-01,20.516666666666666,14.2,28.0,280.3,115.74000000000001,4.783333333333333,576.48
05001,Medellin,Antioquia,2009-05-01,20.29032258064516,15.6,28.3,259.7,110.57,5.064516129032258,554.54
05001,Medellin,Antioquia,2009-06-01,20.076666666666664,14.9,28.6,261.8,106.75,5.413333333333333,538.35
05001,Medellin,Antioquia,2009-07-01,20.429032258064513,13.6,28.7,152.0,138.8,7.554838709677419,703.17
05001,Medellin,Antioquia,2009-08-01,20.73548387096774,14.3,30.1,187.7,131.99,7.058064516129033,660.15
05001,Medellin,Antioquia,2009-09-01,21.073333333333334,14.5,29.5,128.7,133.85,7.19,662.05
