c_d_dep,departamento,c_d_mun,municipio,grupo_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,anio,periodo,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,estado_fisico,nombre_cientifico,ciclo_cultivo,fuente_socrata,codigo_dane
50,META,50686,SAN JUANITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,7,7,5,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50686
50,META,50686,SAN JUANITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,7,7,5,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50686
50,META,50686,SAN JUANITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5,2,1,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50686
50,META,50686,SAN JUANITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,8,8,6,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50686
50,META,50686,SAN JUANITO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,13,7,5,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50686
50,META,50711,VISTA HERMOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,30,20,14,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50711
50,META,50711,VISTA HERMOSA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,30,20,15,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,50711
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,220,180,260,1.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,229,180,252,1.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,234,220,312,1.42,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,234,219,329,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,234,219,263,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,239,224,269,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,293,241,184,0.76,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,305,262,217,0.83,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,311,269,281,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,308,261,282,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,305,274,231,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52001,PASTO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,311,280,241,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52001
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1472,1005,1440,1.43,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1498,1400,1960,1.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1524,1470,2205,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1515,1250,1875,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1565,1375,2063,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,745,535,401,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1887,1570,1560,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1871,1632,1752,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1874,1604,1777,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1905,1599,1832,1.15,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1935,1671,1760,1.05,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52019,ALBAN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1968,1732,1866,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52019
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,280,255,288,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,290,260,130,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,205,178,36,0.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,213,178,213,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,213,184,147,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,182,172,34,0.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,330,278,254,0.92,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,324,278,275,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,335,292,312,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,350,299,330,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,356,283,286,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52036,ANCUYA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,359,304,314,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52036
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1040,1040,1248,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1140,1040,1368,1.32,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1340,1040,1040,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1460,1140,798,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1410,160,112,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,460,0,0,,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1873,1564,956,0.61,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1895,1674,1106,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1924,1602,1832,1.14,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1929,1574,1862,1.18,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1940,1644,1524,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52051,ARBOLEDA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1944,1682,1595,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52051
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,36,33,30,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,38,32,29,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,39,37,33,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,41,29,37,1.28,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,46,32,48,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52083,BELEN,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,46,35,18,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52083
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1950,1800,1710,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2000,1850,1850,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2035,1785,1250,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,2420,1940,1940,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,2780,2140,2140,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,2940,2480,2976,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2998,2276,2086,0.92,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,3118,2745,2721,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,3181,2780,3010,1.08,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,3204,2744,3074,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3191,2776,2807,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52110,BUESACO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,3093,2696,2789,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52110
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,2205,1788,2682,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,2300,2201,3302,1.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,2490,2200,2458,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,3412,2357,2318,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,4447,2997,2997,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,4460,4395,5274,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2612,2061,2204,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,2576,2087,2414,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,2569,2088,2430,1.16,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,2559,2040,2455,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,2531,2223,2435,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52203,COLON,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2493,2237,2507,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52203
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1650,1637,1637,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1729,1449,2029,1.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1754,1449,1739,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1799,819,737,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1841,1705,1705,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1871,1629,1955,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1909,1550,1421,0.92,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1829,1580,1567,0.99,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1840,1597,1712,1.07,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1837,1563,1733,1.11,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,1809,1657,1816,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52207,CONSACA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,1739,1576,1766,1.12,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52207
52,NARIÑO,52227,CUMBAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,9,5,4,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52227
52,NARIÑO,52227,CUMBAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,9,9,6,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52227
52,NARIÑO,52227,CUMBAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,12,6,4,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52227
52,NARIÑO,52227,CUMBAL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,15,12,7,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52227
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,56,46,37,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,180,50,50,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,180,100,100,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,180,140,126,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,165,130,117,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,162,155,140,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,64,52,32,0.61,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,64,62,41,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,64,64,60,0.95,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,64,63,61,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,64,64,64,1.01,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52233,CUMBITARA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,64,64,66,1.03,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52233
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,447,427,417,0.98,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,462,417,417,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,467,447,224,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,477,427,427,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,472,407,407,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,482,467,467,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,483,393,301,0.76,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,463,396,327,0.83,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,453,383,420,1.1,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
52,NARIÑO,52240,CHACHAGUI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,450,373,423,1.13,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,52240
