c_d_dep,departamento,c_d_mun,municipio,grupo_cultivo,subgrupo_de_cultivo,cultivo,desagregaci_n_regional_y,anio,periodo,area_sembrada_ha,area_cosechada_ha,produccion_ton,rendimiento_ton_ha,estado_fisico,nombre_cientifico,ciclo_cultivo,fuente_socrata,codigo_dane
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,3951,3400,2040,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,4221,3656,1626,0.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,3993,3508,1687,0.48,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,3717,3363,2535,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,3638,3227,2516,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,3400,3165,2084,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20001,VALLEDUPAR,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,2003,1808,1124,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20001
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,960,960,540,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,960,960,576,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,960,960,576,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,900,900,450,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,984,900,450,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1020,900,936,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,1235,968,717,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,1207,1037,831,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,1103,986,824,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,1064,933,806,0.86,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,960,869,572,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20011,AGUACHICA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,936,835,519,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20011
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,5067,5067,3040,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,5067,5067,2534,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,5067,5067,2534,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,5543,5282,2641,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,6093,5543,1109,0.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,5753,5282,6338,1.2,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,6720,5372,3185,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,6697,5611,3597,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,6704,5889,5217,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,6767,5828,5340,0.92,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,6667,6030,3971,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20013,AGUSTIN CODAZZI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,6742,6145,3820,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20013
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,450,450,280,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,450,450,270,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,450,450,225,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,450,450,225,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,492,450,225,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,492,450,338,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,794,668,495,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,813,710,569,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,800,725,630,0.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,817,726,652,0.9,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,771,681,449,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20045,BECERRIL,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,780,686,427,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20045
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,263,263,163,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,263,263,170,0.65,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,263,263,132,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,269,269,161,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,294,269,135,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,295,272,136,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,255,227,118,0.52,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,266,236,132,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,199,177,134,0.76,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,204,178,139,0.78,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,175,156,103,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20175,CHIMICHAGUA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,176,157,97,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20175
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,362,362,170,0.47,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,362,362,181,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,362,362,181,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,362,362,163,0.45,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,396,362,181,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,496,362,272,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,84,80,45,0.56,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,85,83,50,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,79,79,51,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,80,78,52,0.67,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,75,72,47,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20178,CHIRIGUANA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,76,71,44,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20178
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,325,325,195,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,325,325,195,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,333,333,200,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,266,195,117,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,291,200,120,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,491,250,125,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,443,326,145,0.44,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,476,385,185,0.48,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,461,390,362,0.93,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,489,406,389,0.96,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,455,369,243,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20228,CURUMANI,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,467,398,248,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20228
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,750,750,400,0.53,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,750,750,405,0.54,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,750,750,375,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,900,900,540,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,984,600,360,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1023,900,720,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,944,806,717,0.89,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,954,873,840,0.96,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,901,801,675,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,907,790,689,0.87,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,907,842,555,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20238,EL COPEY,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,805,715,445,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20238
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,160,160,104,0.65,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,160,160,96,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,110,110,77,0.7,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,120,110,55,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,295,270,81,0.3,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,295,119,89,0.75,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,121,114,67,0.59,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,107,99,63,0.64,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,79,66,66,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,77,63,65,1.04,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,82,64,42,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20310,GONZALEZ,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,85,68,42,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20310
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,107,97,58,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,140,80,64,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,170,80,64,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,173,170,136,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,186,90,72,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,186,100,100,1.0,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,144,117,87,0.74,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,138,110,88,0.8,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2015,2015,104,95,77,0.82,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2016,2016,104,93,78,0.84,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2017,2017,90,87,58,0.66,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20383,LA GLORIA,OTROS PERMANENTES,CAFE,CAFE,CAFE,2018,2018,86,84,52,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20383
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2007,2007,1200,1050,650,0.62,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2008,2008,1200,1200,600,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2009,2009,1200,1200,600,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2010,2010,1193,1068,641,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2011,2011,1304,985,591,0.6,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2012,2012,1389,1189,595,0.5,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2013,2013,2554,1997,740,0.37,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
20,CESAR,20400,LA JAGUA DE IBIRICO,OTROS PERMANENTES,CAFE,CAFE,CAFE,2014,2014,2652,2317,928,0.4,CAFE VERDE EQUIVALENTE,COFFEA ARABICA,PERMANENTE,2pnw-mmge,20400
