fecha,Anio,Mes,precio_interno_cop_125kg,precio_oic_compuesto_cusd_libra,produccion_miles_sacos_60kg,exportaciones_volumen_miles_sacos,ONI,Fase_ENSO,Temp_media_nac,Temp_max_nac,Precip_total_nac,ico_composite,colombian_milds,precio_interno_cop_125kg_lag1,precio_interno_cop_125kg_lag2,precio_interno_cop_125kg_lag3,precio_interno_cop_125kg_lag4,precio_interno_cop_125kg_lag5,precio_interno_cop_125kg_lag6,ONI_lag1,ONI_lag2,ONI_lag3,ONI_lag4,ONI_lag5,ONI_lag6,Temp_media_nac_lag1,Temp_media_nac_lag2,Temp_media_nac_lag3,Temp_media_nac_lag4,Temp_media_nac_lag5,Temp_media_nac_lag6,Precip_total_nac_lag1,Precip_total_nac_lag2,Precip_total_nac_lag3,Precip_total_nac_lag4,Precip_total_nac_lag5,Precip_total_nac_lag6,Es_El_Nino,Es_La_Nina
2023-10-01,2023,10,1379065.0,151.93905308491907,1157.4584732241142,908.637,1.8,El Niño,20.17800332778702,26.92512479201331,3777.462,151.94,185.97,1285967.0,1319096.7741935484,1318774.1935483871,1577900.0,1895967.741935484,1978900.0,1.6,1.4,1.1,0.8,0.6,0.3,20.66249249249249,20.447091503267973,20.270336749633966,20.115370942812984,20.459440789473682,19.676285355122566,1828.693,5407.418,5567.216,4032.661,7347.44,10203.122,1,0
2023-11-01,2023,11,1406448.2758620689,161.5268181818182,1282.1066366773907,1104.61,2.0,El Niño,19.892392638036807,25.402658486707566,3104.995,161.53,195.85,1379065.0,1285967.0,1319096.7741935484,1318774.1935483871,1577900.0,1895967.741935484,1.8,1.6,1.4,1.1,0.8,0.6,20.17800332778702,20.66249249249249,20.447091503267973,20.270336749633966,20.115370942812984,20.459440789473682,3777.462,1828.693,5407.418,5567.216,4032.661,7347.44,1,0
2023-12-01,2023,12,1468258.064516129,175.7290476190476,1220.0,1066.685,2.1,El Niño,20.293085339168492,25.7218818380744,2300.792,175.73,210.68,1406448.2758620689,1379065.0,1285967.0,1319096.7741935484,1318774.1935483871,1577900.0,2.0,1.8,1.6,1.4,1.1,0.8,19.892392638036807,20.17800332778702,20.66249249249249,20.447091503267973,20.270336749633966,20.115370942812984,3104.995,3777.462,1828.693,5407.418,5567.216,4032.661,1,0
2024-01-01,2024,1,1423000.0,176.40544024229507,959.0,937.134,1.9,El Niño,21.11986083499006,27.326640159045724,785.149,176.41,205.62,1468258.064516129,1406448.2758620689,1379065.0,1285967.0,1319096.7741935484,1318774.1935483871,2.1,2.0,1.8,1.6,1.4,1.1,20.293085339168492,19.892392638036807,20.17800332778702,20.66249249249249,20.447091503267973,20.270336749633966,2300.792,3104.995,3777.462,1828.693,5407.418,5567.216,1,0
2024-02-01,2024,2,1456862.0,182.0380956546534,961.0,1045.063,1.6,El Niño,20.806604278074868,26.46096256684492,1832.974,182.04,209.53,1423000.0,1468258.064516129,1406448.2758620689,1379065.0,1285967.0,1319096.7741935484,1.9,2.1,2.0,1.8,1.6,1.4,21.11986083499006,20.293085339168492,19.892392638036807,20.17800332778702,20.66249249249249,20.447091503267973,785.149,2300.792,3104.995,3777.462,1828.693,5407.418,1,0
2024-03-01,2024,3,1440129.0322580645,186.3902009193237,865.5325633014444,1005.461,1.3,El Niño,21.05285403050109,26.553159041394334,2406.909,186.39,210.27,1456862.0,1423000.0,1468258.064516129,1406448.2758620689,1379065.0,1285967.0,1.6,1.9,2.1,2.0,1.8,1.6,20.806604278074868,21.11986083499006,20.293085339168492,19.892392638036807,20.17800332778702,20.66249249249249,1832.974,785.149,2300.792,3104.995,3777.462,1828.693,1,0
2024-04-01,2024,4,1661933.3333333333,216.8926135107163,742.0,791.794,0.8,El Niño,20.270427927927926,25.913963963963962,3640.356,216.89,241.8,1440129.0322580645,1456862.0,1423000.0,1468258.064516129,1406448.2758620689,1379065.0,1.3,1.6,1.9,2.1,2.0,1.8,21.05285403050109,20.806604278074868,21.11986083499006,20.293085339168492,19.892392638036807,20.17800332778702,2406.909,1832.974,785.149,2300.792,3104.995,3777.462,1,0
2024-05-01,2024,5,1596129.0322580645,208.3811960089198,1120.0,935.22,0.5,El Niño,20.21477227722772,25.584752475247523,4307.17,208.38,233.5,1661933.3333333333,1440129.0322580645,1456862.0,1423000.0,1468258.064516129,1406448.2758620689,0.8,1.3,1.6,1.9,2.1,2.0,20.270427927927926,21.05285403050109,20.806604278074868,21.11986083499006,20.293085339168492,19.892392638036807,3640.356,2406.909,1832.974,785.149,2300.792,3104.995,1,0
2024-06-01,2024,6,1817033.3333333333,226.8256341217809,1172.0,1023.959,0.2,Neutro,19.792091503267972,25.191503267973854,2187.863,226.83,250.39,1596129.0322580645,1661933.3333333333,1440129.0322580645,1456862.0,1423000.0,1468258.064516129,0.5,0.8,1.3,1.6,1.9,2.1,20.21477227722772,20.270427927927926,21.05285403050109,20.806604278074868,21.11986083499006,20.293085339168492,4307.17,3640.356,2406.909,1832.974,785.149,2300.792,0,0
2024-07-01,2024,7,1876387.0,236.5359175280044,1158.8837518134924,1019.355,0.1,Neutro,19.659910554561716,24.981574239713776,1379.776,236.54,257.82,1817033.3333333333,1596129.0322580645,1661933.3333333333,1440129.0322580645,1456862.0,1423000.0,0.2,0.5,0.8,1.3,1.6,1.9,19.792091503267972,20.21477227722772,20.270427927927926,21.05285403050109,20.806604278074868,21.11986083499006,2187.863,4307.17,3640.356,2406.909,1832.974,785.149,0,0
2024-08-01,2024,8,1943323.0,238.92,1049.0,1029.58,-0.1,Neutro,19.439934747145188,25.950407830342577,1812.076,238.92,263.76,1876387.0,1817033.3333333333,1596129.0322580645,1661933.3333333333,1440129.0322580645,1456862.0,0.1,0.2,0.5,0.8,1.3,1.6,19.659910554561716,19.792091503267972,20.21477227722772,20.270427927927926,21.05285403050109,20.806604278074868,1379.776,2187.863,4307.17,3640.356,2406.909,1832.974,0,0
2024-09-01,2024,9,2120233.333333333,258.89522893067425,1071.2334084844454,998.341,-0.2,Neutro,20.703832077502692,27.248223896663077,2688.272,258.9,279.27,1943323.0,1876387.0,1817033.3333333333,1596129.0322580645,1661933.3333333333,1440129.0322580645,-0.1,0.1,0.2,0.5,0.8,1.3,19.439934747145188,19.659910554561716,19.792091503267972,20.21477227722772,20.270427927927926,21.05285403050109,1812.076,1379.776,2187.863,4307.17,3640.356,2406.909,0,0
2024-10-01,2024,10,2173290.0,250.5,1339.1550080564646,1039.068,-0.2,Neutro,20.105997506234413,26.38653366583541,8092.723,250.56,277.1,2120233.333333333,1943323.0,1876387.0,1817033.3333333333,1596129.0322580645,1661933.3333333333,-0.2,-0.1,0.1,0.2,0.5,0.8,20.703832077502692,19.439934747145188,19.659910554561716,19.792091503267972,20.21477227722772,20.270427927927926,2688.272,1812.076,1379.776,2187.863,4307.17,3640.356,0,0
2024-11-01,2024,11,2456566.6666666665,270.72,1761.409522227121,1193.949,-0.3,Neutro,19.8855547309833,25.63061224489796,47421.525,270.72,306.21,2173290.0,2120233.333333333,1943323.0,1876387.0,1817033.3333333333,1596129.0322580645,-0.2,-0.2,-0.1,0.1,0.2,0.5,20.105997506234413,20.703832077502692,19.439934747145188,19.659910554561716,19.792091503267972,20.21477227722772,8092.723,2688.272,1812.076,1379.776,2187.863,4307.17,0,0
2024-12-01,2024,12,2764870.9677419355,299.6059599428544,1798.2305515042488,1303.939,-0.4,Neutro,20.237494407158838,25.9534302759135,40799.417,299.61,341.0,2456566.6666666665,2173290.0,2120233.333333333,1943323.0,1876387.0,1817033.3333333333,-0.3,-0.2,-0.2,-0.1,0.1,0.2,19.8855547309833,20.105997506234413,20.703832077502692,19.439934747145188,19.659910554561716,19.792091503267972,47421.525,8092.723,2688.272,1812.076,1379.776,2187.863,0,0
2025-01-01,2025,1,2751258.06451613,310.1212000126377,1355.76715345375,1153.15,-0.4,Neutro,,,28012.531,,,2764870.9677419355,2456566.6666666665,2173290.0,2120233.333333333,1943323.0,1876387.0,-0.4,-0.3,-0.2,-0.2,-0.1,0.1,20.237494407158838,19.8855547309833,20.105997506234413,20.703832077502692,19.439934747145188,19.659910554561716,40799.417,47421.525,8092.723,2688.272,1812.076,1379.776,0,0
2025-02-01,2025,2,3118571.4285714286,354.3167947913337,1361.3928100799765,1184.165,-0.2,Neutro,,,4095.368,,,2751258.06451613,2764870.9677419355,2456566.6666666665,2173290.0,2120233.333333333,1943323.0,-0.4,-0.4,-0.3,-0.2,-0.2,-0.1,,20.237494407158838,19.8855547309833,20.105997506234413,20.703832077502692,19.439934747145188,28012.531,40799.417,47421.525,8092.723,2688.272,1812.076,0,0
2025-03-01,2025,3,3054451.6129032257,347.85002454969737,1063.9383960067662,1252.049,-0.1,Neutro,,,18567.708,,,3118571.4285714286,2751258.06451613,2764870.9677419355,2456566.6666666665,2173290.0,2120233.333333333,-0.2,-0.4,-0.4,-0.3,-0.2,-0.2,,,20.237494407158838,19.8855547309833,20.105997506234413,20.703832077502692,4095.368,28012.531,40799.417,47421.525,8092.723,2688.272,0,0
2025-04-01,2025,4,3044433.333333333,335.7568177900642,702.8167391214691,802.135,0.0,Neutro,,,31699.899,,,3054451.6129032257,3118571.4285714286,2751258.06451613,2764870.9677419355,2456566.6666666665,2173290.0,-0.1,-0.2,-0.4,-0.4,-0.3,-0.2,,,,20.237494407158838,19.8855547309833,20.105997506234413,18567.708,4095.368,28012.531,40799.417,47421.525,8092.723,0,0
2025-05-01,2025,5,3012759.0,334.4138095238096,818.6412932234168,911.634,0.0,Neutro,,,23259.414,,,3044433.333333333,3054451.6129032257,3118571.4285714286,2751258.06451613,2764870.9677419355,2456566.6666666665,0.0,-0.1,-0.2,-0.4,-0.4,-0.3,,,,,20.237494407158838,19.8855547309833,31699.899,18567.708,4095.368,28012.531,40799.417,47421.525,0,0
2025-06-01,2025,6,2700567.0,295.0550537243588,909.1029907731332,1084.751,0.0,Neutro,,,28043.711,,,3012759.0,3044433.333333333,3054451.6129032257,3118571.4285714286,2751258.06451613,2764870.9677419355,0.0,0.0,-0.1,-0.2,-0.4,-0.4,,,,,,20.237494407158838,23259.414,31699.899,18567.708,4095.368,28012.531,40799.417,0,0
2025-07-01,2025,7,2369903.2258064514,259.3122191514132,1373.355966067876,1173.816,-0.1,Neutro,,,17048.756,,,2700567.0,3012759.0,3044433.333333333,3054451.6129032257,3118571.4285714286,2751258.06451613,0.0,0.0,0.0,-0.1,-0.2,-0.4,,,,,,,28043.711,23259.414,31699.899,18567.708,4095.368,28012.531,0,0
2025-08-01,2025,8,2758032.2580645164,297.0528962399517,1242.74174988266,1166.665,-0.3,Neutro,,,25059.022,,,2369903.2258064514,2700567.0,3012759.0,3044433.333333333,3054451.6129032257,3118571.4285714286,-0.1,0.0,0.0,0.0,-0.1,-0.2,,,,,,,17048.756,28043.711,23259.414,31699.899,18567.708,4095.368,0,0
2025-09-01,2025,9,2966133.333333333,324.6237609992482,1142.412575389382,1078.407,-0.4,Neutro,,,24626.903,,,2758032.2580645164,2369903.2258064514,2700567.0,3012759.0,3044433.333333333,3054451.6129032257,-0.3,-0.1,0.0,0.0,0.0,-0.1,,,,,,,25059.022,17048.756,28043.711,23259.414,31699.899,18567.708,0,0
2025-10-01,2025,10,2954935.483870968,326.38451040077564,1208.086500408277,1056.716,-0.5,La Niña,,,43127.26,,,2966133.333333333,2758032.2580645164,2369903.2258064514,2700567.0,3012759.0,3044433.333333333,-0.4,-0.3,-0.1,0.0,0.0,0.0,,,,,,,24626.903,25059.022,17048.756,28043.711,23259.414,31699.899,0,1
2025-11-01,2025,11,2889633.33333333,330.4370561152145,1266.0696378998323,1219.555,-0.6,La Niña,,,37326.552,,,2954935.483870968,2966133.333333333,2758032.2580645164,2369903.2258064514,2700567.0,3012759.0,-0.5,-0.4,-0.3,-0.1,0.0,0.0,,,,,,,43127.26,24626.903,25059.022,17048.756,28043.711,23259.414,0,1
2025-12-01,2025,12,2745225.806451613,304.67612786208394,1233.4231694949574,1055.841,-0.5,La Niña,,,21848.249,,,2889633.33333333,2954935.483870968,2966133.333333333,2758032.2580645164,2369903.2258064514,2700567.0,-0.6,-0.5,-0.4,-0.3,-0.1,0.0,,,,,,,37326.552,43127.26,24626.903,25059.022,17048.756,28043.711,0,1
